id,created_at,user_screen_name,user_location,user_description,full_text
1537159863427649536,2022-06-15 19:47:25+00:00,PropertyEnthus1,,All About property news and investments,"RT @YoungInvestor03: My favorite thing about the S&amp;P500 is how it's self-cleansing.

This means whenever a company starts doing bad, it get…"
1537157441556725760,2022-06-15 19:37:47+00:00,thedave2006,Canada,"TSX, TSXV, US investor. Learn from others while letting you know my market experiences
Flyers, Jays, Raptors fan. Enjoyed all their championships.
Not from BNN.","Dow up 569, S&amp;P500 up 91, Nasdaq up 378."
1537157051197054978,2022-06-15 19:36:14+00:00,MoonRjjj,,,"RT @giginator_: #Commodities vs. the S&amp;P500: an update from Cantor Fitzgerald.

Chart 1: 79% below 2008 commodities supercycle peak

Chart…"
1537156246561865728,2022-06-15 19:33:02+00:00,MrSatsurday,Not fin. advice,Expert Crypto Analysis #Bitcoin #Crypto $BTC,The S&amp;P500 continues to rise. 30mins until close.
1537155493097091072,2022-06-15 19:30:03+00:00,jbtsr,"Dallas, TX","Focused on medtech and biotech.  Experienced in venture capital, pvt. equity, emerging markets and micro-cap tech stocks. MBA -Columbia Univ,BBA-So.Meth.Univ.","RT @SethCL: S&amp;P500 recently fell by &gt; than -1% for 4 consecutive days, with greater declines each successive day. (through Monday)

This ha…"
1537151603752542211,2022-06-15 19:14:35+00:00,ThashMbele,,,"RT @YoungInvestor03: My favorite thing about the S&amp;P500 is how it's self-cleansing.

This means whenever a company starts doing bad, it get…"
1537151556532985858,2022-06-15 19:14:24+00:00,Matt69022385,,,"RT @blowofftopic: OK, fam! I’m back: market is looking good to be honest. S&amp;P500 gap up, oil bearish divergence - coming down. Dollar is pe…"
1537151118765002752,2022-06-15 19:12:40+00:00,MinusWells,The Void,🎬Minus Wells Crypto 🎬 Everything I communicate is NOT Financial Advice -   PDEX Validator - XRP Bridge Pool esqDSAazgadtA2Lw4oWGQTFDXNYz2hET2q8DtCjUn8oT7SHpN,So far I would say that the S&amp;P500 liked the 75 point hike.... Dead Cat? https://t.co/zAcDnCnbPh
1537150951705952258,2022-06-15 19:12:00+00:00,JamesTYFX,"Michigan, USA",,"RT @BTC_Archive: Saving in #Bitcoin 73% more profitable over last 5 years versus S&amp;P500 - even after price crash!
- @Saifedean"
1537150942637858816,2022-06-15 19:11:58+00:00,coinbitsapp,"Jersey City, NJ",The BEST way to 🍊 💊 your pre-coiner friends and family. DCA FTW!,"@MatyV184 @saylor @davidfaber @michaelsantoli @carlquintanilla @SquawkStreet Has inflation been stubbornly low in
Medical care?
Higher education?
Real estate?
Shares of s&amp;p500?
Cost of retirement bond that pays you $50k/year?"
1537150547958157312,2022-06-15 19:10:24+00:00,nonprophetcap,,Global Systematic DIY Value-Quality-Momentum Investing || Reaction GIFs || Engineering PhD || INTP || No Financial Advice 🇩🇪,@ParmenidesvonE @soloprosperity @alphaarchitect @Greenbackd Nice didn't know that one. But S&amp;P500 based? https://t.co/q0mPAmWLgW
1537149020879081472,2022-06-15 19:04:20+00:00,CCoppye,Sporza,"Losing money to Hedge funds, bookies and fishing gear manufacturers since  2000","Instead of watching Netflix, watch Jerome Powell's conference live with the s&amp;p500 index next to you"
1537148164066758659,2022-06-15 19:00:55+00:00,IUBeanCounter71,Georgia,"A midwestern transplant who loves southern food and southern hospitality! Dawgs, Falcons and Braves. USAF Veteran 🇺🇸",@StewartButton @profplum99 Little bear market rally not totally surprising…imo lower by Monday if not sooner. See y’all around 3200 on S&amp;P500 in a few months.
1537148019732267010,2022-06-15 19:00:21+00:00,foolsbookie,Mars,#LFC fan for life. #BotTrading #BTC #Commodities #Stocks https://t.co/voITfOQ0az account run mostly by bot 😜,"@foolsbookie Trade closed.
Stopped out at 165.04
Pnl in R without commission: -1
#NYSE #NASDAQ #Intraday #Dow #S&amp;P500 #AlgoTrading #botTrading 

Not financial advice, trade at your own risk."
1537148018528595972,2022-06-15 19:00:21+00:00,foolsbookie,Mars,#LFC fan for life. #BotTrading #BTC #Commodities #Stocks https://t.co/voITfOQ0az account run mostly by bot 😜,"@foolsbookie Trade closed.
Stopped out at 75.7
Pnl in R without commission: -1
#NYSE #NASDAQ #Intraday #Dow #S&amp;P500 #AlgoTrading #botTrading 

Not financial advice, trade at your own risk."
1537148016116781056,2022-06-15 19:00:20+00:00,foolsbookie,Mars,#LFC fan for life. #BotTrading #BTC #Commodities #Stocks https://t.co/voITfOQ0az account run mostly by bot 😜,"@foolsbookie Trade closed.
Stopped out at 92.54
Pnl in R without commission: -1
#NYSE #NASDAQ #Intraday #Dow #S&amp;P500 #AlgoTrading #botTrading 

Not financial advice, trade at your own risk."
1537148014908801026,2022-06-15 19:00:20+00:00,foolsbookie,Mars,#LFC fan for life. #BotTrading #BTC #Commodities #Stocks https://t.co/voITfOQ0az account run mostly by bot 😜,"@foolsbookie Trade closed.
Stopped out at 63.37
Pnl in R without commission: -1
#NYSE #NASDAQ #Intraday #Dow #S&amp;P500 #AlgoTrading #botTrading 

Not financial advice, trade at your own risk."
1537147694669606917,2022-06-15 18:59:03+00:00,MrSatsurday,Not fin. advice,Expert Crypto Analysis #Bitcoin #Crypto $BTC,S&amp;P500 above the trend line now and no longer over-sold. This is why I suspect a decent bounce here. https://t.co/VkSaxTjmqq
1537146608994856960,2022-06-15 18:54:45+00:00,TheMulyaMen,India,Retweets ≠ Endorsement. Views are strictly personal.,"@EarthToAndre S&amp;P500 &amp; Dow Jones back in the green &amp; 1.4 &amp; 2.00% higher respectively!
Truly blinking like Christmas lights. 
Putting my head on the line &amp; calling a short term bottom here if we don’t have more ugly surprises like the war.
#Fed
#Nasdaq
#FederalReserve 
#Bitcoin 
#Nifty 
#Sensex"
1537145793714475009,2022-06-15 18:51:30+00:00,thedave2006,Canada,"TSX, TSXV, US investor. Learn from others while letting you know my market experiences
Flyers, Jays, Raptors fan. Enjoyed all their championships.
Not from BNN.","Dow up 400, S&amp;P500 up 73, Nasdaq up 328."
1537145077272829953,2022-06-15 18:48:39+00:00,sharetwits,"Cape Town, South Africa","Antidogmatic apistevist seeking credible verisimilitude, the opportunity to understand, live a vegan life, guest on earth🌎 ESG investor, exposer of maleficence","During J Powell""s Q&amp;A bofh the S&amp;P500 &amp; Nasdaq hit session highs of 2.22% &amp; 3.28% respectively &amp; intraday yields on 2, 10 and 30 all drop. No doubt there is still money on the sidelines looking for a reason to buy equities regardless of general final conditions or fiscal policy"
1537144995681116160,2022-06-15 18:48:20+00:00,MrSatsurday,Not fin. advice,Expert Crypto Analysis #Bitcoin #Crypto $BTC,The S&amp;P500 is up 2%.
1537144550027931649,2022-06-15 18:46:34+00:00,pratik3727,surat,,@Ajay_Bagga S&amp;P500 -- 100 point move in 5 min
1537144445107413008,2022-06-15 18:46:09+00:00,bbal1969,,,why S&amp;P500 is rising after rate hike? i thought it suppose to go further down
1537143424389992448,2022-06-15 18:42:05+00:00,reaccionapr,,"Human Rights Activist. #USAF Vet, Cancer, Plane Crash and #Covid Survivor. Never feel ashamed for wanting to be free. Opinions are my own.","Not a financial advisor, not telling you what to do…but I’m going to keep investing in the S&amp;P500, Tesla et al. 

Buckle up!

@elonmusk"
1537142691716284416,2022-06-15 18:39:11+00:00,estherkungawo,"San Francisco, CA",Business process outcomes | Operational planning and budgeting | Accountant for crypto currency investment,"RT @BTC_Archive: Saving in #Bitcoin 73% more profitable over last 5 years versus S&amp;P500 - even after price crash!
- @Saifedean"
1537142140496916480,2022-06-15 18:36:59+00:00,TheMulyaMen,India,Retweets ≠ Endorsement. Views are strictly personal.,"The S&amp;P500 &amp; Dow Jones are both in the red now.
#Fed 
#FederalReserve
#Bitcoin"
1537139021259972611,2022-06-15 18:24:35+00:00,Monetary_Metals,"Arizona, USA","A Yield on Gold, Paid in Gold®
FAQ: https://t.co/lb7jxMauxh 
Learn More: https://t.co/j69sE6lVAi
RT/Follows do not equal endorsements or recommendations.","4/ Speculation is a bet that the price of _____ will go up. That _____ could be #BTC, #gold, the S&amp;P500, real estate or just about anything really.

Gains (or losses) come from the capital of the next buyer (who might win or lose depending on the next buyer...) 

Both have risk."
1537138738203181057,2022-06-15 18:23:28+00:00,CuriosityGap,,Art | Writing | Web3 | Founder of the Æsthesia Collective: @aesthesiacc,"@ashwsbreal No wonder, Bitcoin and Ethereum are leveraged S&amp;P500-derivatives."
1537138587644346369,2022-06-15 18:22:52+00:00,marco_montero,"Montréal, Qc, CAN",,"Monthly chart 
1) (TLT) 20+ Year Treasury Bond ETF 
Trend channels
(RSI), (MACD) INDICATORS
2) ($SPX) S&amp;P500 https://t.co/qPBEWeSHx1"
1537138236690145289,2022-06-15 18:21:28+00:00,Azizitwt,"Toronto, ON","Business and Finance Professional, Investor  🇨🇦","Short positions below 3805.00 with targets at 3685.00 &amp; 3630.00 in extension.
#S&amp;P500 #StockMarket #StocksToBuy #stockmarketnews #TSXV #NASDAQ"
1537137875233697792,2022-06-15 18:20:02+00:00,TechboyAshish,"Singrauli, India","Founder @skydigitalindia  || Entrepreneur, Blogger, Digital Marketer || Invests in #Stocks and #Crypto Currencies #Bitcoin $BTC $ETH $MATIC","Fed increases rates by 75 bps, the biggest rate hike since 1994

And the stock market and crypto market volatility started. Just see the S&amp;P500 and #Bitcoin 
#FOMC #fed #stockmarket https://t.co/ECQJDN0li8"
1537137705645228043,2022-06-15 18:19:22+00:00,lolomart1,,"Un Zinvestisseur Zinstitutionnel ! Sport Poker, politique. JE VOTE JEAN LUC LE 12 JUIN ET VOUS CASQUEREZ POUR MA RETRAITE DÈS 2027","Sell S&amp;P500
Fast https://t.co/raXXCYTQAe"
1537137415810326530,2022-06-15 18:18:13+00:00,ReverseSwing2,,"I look for inside candles, with the double hammer touching the fib 61.2 retracement in the 3rd wave retracement with active discussions peaking social media NOT",@MenthorQpro But S&amp;P500 earnings will be fine...grow despite the GDP lack of growth
1537137052713725953,2022-06-15 18:16:46+00:00,ScottSt1963,"Florida, USA",Proud Lifetime member of Fantasy national proud supporter of @shrinershosp where your love counts,"RT @JohnRyanSports1: The Financial and Sports Betting Markets for June 15, 2022 | CryptoCurrencies |BitCoin S&amp;P500 https://t.co/TXuQgqKt9z"
1537135858888986625,2022-06-15 18:12:02+00:00,abnyn1,Denmark,"Programmer and Danish ""anti-Russian extremist"" according to Russian bots 🇩🇰❤️🇺🇦",I genuinely think this is Edward Snowden telling us that Russia is forcing him to do propaganda. Whatever you think about Snowden he is too intelligent to blame short-term S&amp;P500 movements on Joe Biden. https://t.co/kP9sEu7ff8
1537135192405688322,2022-06-15 18:09:23+00:00,PepperstoneFX,Australia,"All trading involves risk. General advice only.
Pepperstone Group Limited
AFSL 414530.","Market reaction - dollar up against main G4 crosses, gold and S&amp;P500 down"
1537135126232064001,2022-06-15 18:09:07+00:00,SchalkLouw,Cape Town,Portfolio manager & Strategist at @PSGInvest. Passionate about my family & investments. Tweets are not advice & are independent of my employer. Local is Lekker!,"The S&amp;P500 investors expecting 0.5% #FED hike, but getting 0.75%…graph.

Now, let’s see how this trading day ends…

$SPX https://t.co/PDuNy1OvvM"
1537134294874955777,2022-06-15 18:05:49+00:00,ExpandAnalytics,⚠️NOT FINANCIAL ADVICE⚠️,• Two young entrepreneurs who share their knowledge with the world 🌍 • Daily crypto technical analyses • Let our analytics expand your portfolio! 🚀,This is not good for the #S&amp;P500 and #Bitcoin ! Prepare for some downwards price action.. https://t.co/cNlubr5QoY
1537133085338357761,2022-06-15 18:01:00+00:00,iancolinstewart,New York,Englishman in NY. Macro moving markets. Not investment advice.,"@lisaabramowicz1 On our work, the US GDP N'cast estimate (not the Atl Fed version, the private co.) has, at 5.4% of total factor DNA, a relatively minor - but rising - positive relationship with S&amp;P500 price moves. S&amp;P cares much more about Real rates, EU Conf., Corp Credit and Infla right now. https://t.co/5pPuJIf2ib"
1537132873836371968,2022-06-15 18:00:10+00:00,Fred_GreatP,Berlin,The last representative of the Age of Enlightenment. I will share all positions and trades. 100% transparency. Not advice just a diary! $TSLAQ,I just closed my S&amp;P500 puts... I am too drunk. Tomorrow is a holiday where I am at....
1537131753818693633,2022-06-15 17:55:43+00:00,Qlabe1,"Bengaluru, India",NIFTY and BANK NIFTY Options Trader,"RT @Prakash_1002: Ahead of Fed meet which is gonna happen within few mins, we can expect some good selling in live market that is in Nasdaq…"
1537131598579212288,2022-06-15 17:55:06+00:00,StavrozSZB1,CABA. Argentina.,"+POWERMETAL +METAL . 

+AOE 2 Active Player since year 2000*.

+Bros before Hoes

+Milei 2023","@asegpi Good call. So 75bps = quick drop to 3600 on s&amp;p500 
50 bps = longs to 3850 area"
1537131327622987776,2022-06-15 17:54:01+00:00,mikeo3009,"Texas, USA",@maysbusiness @trinity_u 🇺🇸🇷🇴 🇨🇦,RT @EdwardGofsky: Fantastic bear market analog for the S&amp;P500 over the last 100 years. Our current bear market which is only 6 months old s…
1537131237193789440,2022-06-15 17:53:40+00:00,CardyTruster,Canada,#TAKTT (Trade Away Keep Them Tight) Golf Cycling Summer Reads Yield  FLOWERS  Jazz & Espresso Dessert DOLPHINS 13 #Medtech (tweets not invest advice) 🇨🇦 🇮🇹,"RT @enriqueabeyta: Last 3 @federalreserve days?
Jan 26 - S&amp;P500 rallied +250pts in next few sessions..
March 16 - S&amp;P 500 rallied +200 poin…"
1537130351038177280,2022-06-15 17:50:08+00:00,mosesharding,Mauritius,"President & CEO, IndusInd International Holdings Ltd, Mauritius; Director, AfriNex Exchange, Mauritius; Banking and Global Markets since 1981; Opinions personal","Can S&amp;P500 trigger upside break at zoom-in 3700-4000 preventing downside pull bias into 3200-3500?

Can 2-10Y yield curve be held within 3.35-3.50%? 

When most expect minimum 1.5% beyond FED Find rate 1.50-1.75% b4 Q4/2022! 

Tough call!"
1537129992022368256,2022-06-15 17:48:43+00:00,becasAxies,"Miami, FL",Axie Infinity Manager. Para aplicaciones de Becas (Scholarships) llena el siguiente formulario:,RT @EdwardGofsky: Fantastic bear market analog for the S&amp;P500 over the last 100 years. Our current bear market which is only 6 months old s…
1537129365024145409,2022-06-15 17:46:13+00:00,Braog10,"Monterrey, NL, mexico","Mexican Monarchist Theocratic Fascist/
New Right/Catholic/Viva Franco","@POTUS Interesting, very Nice.
Let's see the S&amp;P500"
1537129239681683459,2022-06-15 17:45:43+00:00,iancolinstewart,New York,Englishman in NY. Macro moving markets. Not investment advice.,"RT @Quant_Insight: ""Are we there yet?""

S&amp;P500 macro momentum is still negative. Macro warranted value continues to fall

#markets #equitie…"
1537129123365134338,2022-06-15 17:45:16+00:00,Michael86259668,South Africa,plus500 associate commodity fx and cfd trader and broker and international signal provider Forex futures commodities  us bonds Eurpean Asian and U.S. market's,"Newbie asked
RTY = Small caps
ES =Spx or S&amp;P500
You welcome"
1537128931702218752,2022-06-15 17:44:30+00:00,ABailey711,New York ,Personal Finance Writer for @MenOfOrderMedia 🦉I also play basketball 🏀 | $LINK,"RT @JohnRyanSports1: The Financial and Sports Betting Markets for June 15, 2022 | CryptoCurrencies |BitCoin S&amp;P500 https://t.co/TXuQgqKt9z"
1537128638029905921,2022-06-15 17:43:20+00:00,Kingpincrypto12,India,"Crypto Enthusiast and Trader | 
No financial advice | Dms open for questions!","I'm not trying to provide any sort of hopium. This plan can take multiple years and completely disregards LTF moves.

We are in a descending channel on #SPX 
I think we may deviate away from it towards $3200 and bounce back into it and break upwards.

s&amp;p500 usually drops 33% https://t.co/pFt6bp9aDS"
1537128118586163200,2022-06-15 17:41:16+00:00,YashRaghavjee,,- Portfolio Manager - Advisory Stockbroker - Equity Trader - Fitness Junkie,"@Melisha_Empire @GenZInvestor4 Clients have picked Berkshire instead of an S&amp;P500 etf over the past 10-15 years, and guess what, they’ve outperformed ! Berkshire is a cult to old money"
1537127319797501952,2022-06-15 17:38:06+00:00,louisville3rd,,,"RT @JohnRyanSports1: The Financial and Sports Betting Markets for June 15, 2022 | CryptoCurrencies |BitCoin S&amp;P500 https://t.co/TXuQgqKt9z"
1537127278013870080,2022-06-15 17:37:56+00:00,JohnRyanSports1,"Princeton, NJ",27-year pro sports bettor | 22-7 ATS 76% NBA win streak  | 15-4-1 ATS  79% ATS 5% MAX Bets '22 | 53-26 69% ATS #NBA Best Bets | 14-2 88% NBA Best Bet Totals,"The Financial and Sports Betting Markets for June 15, 2022 | CryptoCurrencies |BitCoin S&amp;P500 https://t.co/TXuQgqKt9z"
1537126849242968065,2022-06-15 17:36:13+00:00,n_nobodysfool,"OKC is, OK ","Self-Invested 15+ yrs.  I’m a Dinosaur🦖 When I grow up I want to be the “BEST” Investor. Stay Humble, Stay Curious, Keep learning!","RT @SethCL: S&amp;P500 recently fell by &gt; than -1% for 4 consecutive days, with greater declines each successive day. (through Monday)

This ha…"
1537126789939712011,2022-06-15 17:35:59+00:00,voordelol6,,"I am absolutely terrible at predicting crypto charts.

just trying to learn without betting real fiat, only imaginary fiat.

I tweet only for myself as a diary","Replying to 
@voordelol6
Yeah 22k btc has been hit way too fast for long term holding considerations.

Going for 16k.

Still waiting for housing bubble and debt payments of governments and s&amp;p500 further selloff now that qt is beginning"
1537126712470691840,2022-06-15 17:35:41+00:00,hani23146,Delhi / Kanpur,,"RT @SethCL: S&amp;P500 recently fell by &gt; than -1% for 4 consecutive days, with greater declines each successive day. (through Monday)

This ha…"
1537126482065215488,2022-06-15 17:34:46+00:00,MassimoCTZ,The Citadel,⚔️ Aspiring NEO TOKYO CITIZEN || YakuzaInc #934 || 1/2 Ape-X #513 || Creamy Friends #1774 || Founder of @RRoyaltyFinance || TITANHOOD is upon us! #TitansRise ⚔️,RT @Tradinator33: S&amp;P500 + BTC wyckoff accumulation https://t.co/SG6honjCrq
1537126210974670850,2022-06-15 17:33:41+00:00,GutuzaTatenda,World,Stocks | Commodities | Crypto | TA,"Gold looks bullish: watch the S&amp;P500-to-Gold ratio. #SPY #GOLD #GDX #SP500. Key targets $1900, $2000. #XAUUSD #GLD https://t.co/lh9pN7hMJD"
1537126160098009089,2022-06-15 17:33:29+00:00,HestiaLovers,United States,"Cat, Dog, & Anime Anthusiast❤️🍄🍄",RT @Tradinator33: S&amp;P500 + BTC wyckoff accumulation https://t.co/SG6honjCrq
1537125886016868352,2022-06-15 17:32:24+00:00,MidnightInvestr,The Cosmos,📈Investor & trader in various asset classes with a passion to educate others on technical analysis to prevent blind trading. Tweets are not financial advice.📉,"Is that the markets smiling at us?

Click to see Dow, Nasdaq, and S&amp;P500 https://t.co/scqj4x4z09"
1537125675030786048,2022-06-15 17:31:33+00:00,Tradinator33,,"Fulltime trader.
33 Lifepath chart spammer using strict risk management.
🇳🇱
Founder of @TradeTrackerApp
DELTA EXCHANGE 10% off fee: https://t.co/2cjChR5ylE",S&amp;P500 + BTC wyckoff accumulation https://t.co/SG6honjCrq
1537125401331367939,2022-06-15 17:30:28+00:00,KH2457656,,Undergraduate | Stocks | Crypto | Finance | CS | Trading | Mathematics enthusiast. Believes in Success through the Lord as the formula to achieve greatness.,RT @EdwardGofsky: Fantastic bear market analog for the S&amp;P500 over the last 100 years. Our current bear market which is only 6 months old s…
1537125224629428225,2022-06-15 17:29:46+00:00,krisworld,USA,love music and sports,"RT @SamRo: ""Investors think the Fed 'put' for the S&amp;P500 is 3453"" - BofA https://t.co/x6khJ2cTjW"
1537125209286795264,2022-06-15 17:29:42+00:00,financialdotcom,,Original FinTech since 1999 📈,"RT @SethCL: S&amp;P500 performance post FOMC MEETING days generally find upside. 

Not a prediction, but history has rhymed more often than not…"
1537124531327815681,2022-06-15 17:27:01+00:00,DrKillFeeDZ,"California, USA","My train of thoughts, through the lens of epistemology. The globalists are sponsors of the Ukraine war, brinksmanning WW3 because the world is broke",@TheMaverickWS Massive gap down from there on the S&amp;P500.  Im expecting feds to stick with 50bps and market rally to fill the gap.  MM managers calling for 75bps to change sentiment bearish so they eat the puts for 2pm lunch.
1537121910513082368,2022-06-15 17:16:36+00:00,jacobhully,Boise,,@born425 @SashSoulsmith @BillyM2k The S&amp;P500 and Dow hit all-time highs in January.
1537120500308140033,2022-06-15 17:11:00+00:00,Silver47co,,Building Silver Ounces.,"The #StockMarket rally is an important point to consider when looking at the price of silver. Its correlation this year, suggest that further strength in the S&amp;P500 should be bullish for the price of #silver.

Source: https://t.co/ywQomNKVik https://t.co/FFE8AedFjD"
1537120320418906113,2022-06-15 17:10:17+00:00,pytwts,Python,"Explorer many stuff, Trading data, Photos, Funny clips & Others by #python bot","$DJI DowJones 30,488.47 △0.41 chg%
$SPX S&amp;P500 3,764.50 △0.78 chg%
$NDX Nasdaq 10,984.98 △1.45 chg%
$DAX DAX 13,485.29 △1.36 chg%
$CAC CAC40 6,030.13 △1.35 chg%
 World Indices from investing #python"
1537118916270469125,2022-06-15 17:04:42+00:00,100MoscowTime,,Engineer Vanlifer 👉 B I T C O I N 👈 Twitter handle = BEARISH Email: mendedroad@reacher.me stacking for the revolution https://t.co/4ns2GGD24h,"RT @saifedean: Even after this huge crash, bitcoin still beats all pretenders for long-term saving

If you spent the last 5 years saving $1…"
1537118832623509505,2022-06-15 17:04:22+00:00,bullandbaird_0,,"Market Strategist at #rwbaird and author of Bull and baird. A market blog. All tweets are opinion, I do not produce research.","So here's the answer:  -10.5%. 

In fact the 10th and 11th WORST single year performance of the S&amp;P500 is roughly a loss of 10%.

Is that not insane?  

Think of how many crazy things happen in the World and the 10th and 11th worst single year is an average correction."
1537118740500082689,2022-06-15 17:04:00+00:00,DataMrp,,,"RT @Prakash_1002: Ahead of Fed meet which is gonna happen within few mins, we can expect some good selling in live market that is in Nasdaq…"
1537118714411335682,2022-06-15 17:03:54+00:00,shishi21m,🇺🇸 7a,"I do No-Till Permaculture on 2-acres. HARD WOOD MULCH MAXIMALIST.
                                                      COMFREY RESPECTER.","RT @saifedean: Even after this huge crash, bitcoin still beats all pretenders for long-term saving

If you spent the last 5 years saving $1…"
1537118519212400640,2022-06-15 17:03:07+00:00,btc_status,Japan,"Tweet data that will help you consider #BTC price movements.
BTC の値動きの考察に役立つ情報をツイートします。","🇺🇸Btc's Correlation

BTC：$22,172 ↓
S&amp;P500：$3,749 (0.95 ↑)
Nasdaq100：$11,288 (0.96 ↑)
DJI：$30,518 (0.92 ↑)
SOX：$2,673 (0.79 ↑)
GOLD：$1,811 (0.85 ↑)
OIL：$118 (-0.77 ↓)
US02Y：3.439% ↑
US10Y：3.479% ↑
US10Y-US02Y：0.039% ↑ https://t.co/DCtrTvP5Aa"
1537118421519048704,2022-06-15 17:02:44+00:00,MYUNGJOONKIM2,,Mostly about Macro study. crypto. and nfts. #Bitcoin,"RT @giginator_: #Commodities vs. the S&amp;P500: an update from Cantor Fitzgerald.

Chart 1: 79% below 2008 commodities supercycle peak

Chart…"
1537118388971089925,2022-06-15 17:02:36+00:00,KaseyRossKelley,Cincinnati,"Micah 6:6-8 if you can make it through the night, there’s a brighter day 33614✈️45255","RT @enriqueabeyta: Last 3 @federalreserve days?
Jan 26 - S&amp;P500 rallied +250pts in next few sessions..
March 16 - S&amp;P 500 rallied +200 poin…"
1537118086792372225,2022-06-15 17:01:24+00:00,AJToce,,Be an asset. Series 65 licensed advisor; Class A licensed skydiver; Soon-to-be licensed attorney in Louisiana; Proud founder of @tocefinancial,"@scheisse_poster @GerberKawasaki It represents ~90% of the US stock market. It is the single most popular benchmark against which investment performance is measured. Alpha is a measure of return vs the S&amp;P500. You could just buy the S&amp;P500 for .03% (VOO), and you wouldn't have to pay Ross to lose your money."
1537117805828775936,2022-06-15 17:00:17+00:00,Prakash_1002,,Intraday Trader,"Ahead of Fed meet which is gonna happen within few mins, we can expect some good selling in live market that is in Nasdaq and S&amp;P500 . If the fall is huge then our Nifty also might open lower tomorrow.
#StockMarketindia #nifty50 #niftyOptions #trading #TRADINGTIPS  #stockstowatch"
1537117025193295873,2022-06-15 16:57:11+00:00,ShuvoChaklader,"Faridpur, Dhaka,  Bangladesh.","Dhaka,  Bangladesh","RT @saifedean: Even after this huge crash, bitcoin still beats all pretenders for long-term saving

If you spent the last 5 years saving $1…"
1537116118149636098,2022-06-15 16:53:35+00:00,bitcoingrogu,,Timechain respector,"RT @saifedean: Even after this huge crash, bitcoin still beats all pretenders for long-term saving

If you spent the last 5 years saving $1…"
1537116022146220033,2022-06-15 16:53:12+00:00,AJToce,,Be an asset. Series 65 licensed advisor; Class A licensed skydiver; Soon-to-be licensed attorney in Louisiana; Proud founder of @tocefinancial,@scheisse_poster @GerberKawasaki The blue line is the S&amp;P500 which is the average market result.
1537115749428371458,2022-06-15 16:52:07+00:00,BTC_Archiv7,,"@BTC_Archive #Bitcoin News , Insight & Commentary O YouTube : https://t.co/hKRlZUasPT","RT @BTC_Archive: Saving in #Bitcoin 73% more profitable over last 5 years versus S&amp;P500 - even after price crash!
- @Saifedean"
